X,Y,OBJECTID,ARC_Street,ARC_City,ARC_State,ARC_ZIP,PSC_NUMBER,School_Type,County,School_Name,Grades
-8569496.1476,4720792.678,2071,8201 15th Avenue,Hyattsville,MD,20783,16.071,Elementary,Prince George's,Langley Park-McCormick Elementary School,PreK-6
-8533455.2676,4757343.4478,2072,2301 Alma Road,Baltimore,MD,21227,3.105,Elementary,Baltimore,Lansdowne Elementary School,PreK-5
-8532715.7845,4756797.5109,2073,3800 Hollins Ferry Road,Baltimore,MD,21227,3.149,High,Baltimore,Lansdowne High School,9-12
-8532867.116,4757539.0434,2074,2400 Lansdowne Road,Baltimore,MD,21227,3.084,Middle,Baltimore,Lansdowne Middle School,6-8
-8551539.9091,4705460.6,2075,505 Largo Road,Upper Marlboro,MD,20774,16.011,High,Prince George's,Largo High School,9-12
-8555225.3227,4736821.8577,2076,516 Montgomery Street,Laurel,MD,20707,16.009,Elementary,Prince George's,Laurel Elementary School,PreK-5
-8556902.4033,4735196.3385,2077,8000 Cherry Lane,Laurel,MD,20707,16.014,High,Prince George's,Laurel High School,9-12
-8554016.9546,4738536.6523,2078,9250 North Laurel Road,Laurel,MD,20723,13.065,Elementary,Howard,Laurel Woods Elementary School,PreK-5
-8587287.9296,4751383.9987,2079,21401 Laytonsville Road,Gaithersburg,MD,20882,15.221,Elementary,Montgomery,Laytonsville Elementary School,K-5
-8574998.8672,4728801.7487,2080,11800 Monticello Avenue,Silver Spring,MD,20902,15.064,Middle,Montgomery,Lee (Col. E. Brooke) Middle School,6-8
-8448313.1375,4814746.4615,2081,615 Deaver Road,Elkton,MD,21921,7.041,Elementary,Cecil,Leeds Elementary School,PreK-5
-8526096.491,4774157.4426,2082,1235 Sherwood Avenue,Baltimore,MD,21239,30.194,PreK-8,Baltimore City,Leith Walk Elementary/Middle School # 245,PreK-8
-8531439.7948,4621315.7058,2083,22885 Duke Street,Leonardtown,MD,20650,18.008,Elementary,St. Mary's,Leonardtown Elementary School,PreK-5
-8528297.9689,4617634.8399,2084,23995 Point Lookout Road,Leonardtown,MD,20650,18.004,High,St. Mary's,Leonardtown High School,9-12
-8528445.9173,4618168.5532,2085,24015 Point Lookout Road,Leonardtown,MD,20650,18.001,Middle,St. Mary's,Leonardtown Middle School,6-8
-8545804.8443,4646742.7446,2086,37840 New Market Turner Road,Mechanicsville,MD,20659,18.017,Elementary,St. Mary's,Lettie Marshall Dent Elementary School,PreK-5
-8568063.3164,4718110.4247,2087,2400 Banning Place,Hyattsville,MD,20783,16.049,Elementary,Prince George's,Lewisdale Elementary School,PreK-5
-8617847.1974,4799235.8328,2088,11119 Hessong Bridge Road,Thurmont,MD,21788,10.06,Elementary,Frederick,Lewistown Elementary School,K-5
-8511230.6969,4616079.7426,2089,46763 Shangri-La Drive,Lexington Park,MD,20653,18.021,Elementary,St. Mary's,Lexington Park Elementary School,PreK-5
-8599748.5434,4791157.7598,2090,11820 Liberty Road,Libertytown,MD,21762,10.035,Elementary,Frederick,Liberty Elementary School,PreK-5
-8566344.4781,4781045.7105,2091,5855 Bartholow Road,Sykesville,MD,21784,6.019,High,Carroll,Liberty High School,9-12
-8536303.4528,4768484.9451,2092,3901 Maine Avenue,Baltimore,MD,21207,30.135,Elementary,Baltimore City,Liberty Elementary School # 064,PreK-5
-8562223.8682,4743810.4515,2093,11650 Scaggsville Road,Fulton,MD,20759,13.07,Middle,Howard,Lime Kiln Middle School,6-8
-8617783.9867,4780280.0765,2094,200 Madison Street,Frederick,MD,21701,10.004,Elementary,Frederick,Lincoln Elementary School,PreK-5
-8617925.7555,4780461.3188,2095,250 Madison Street,Frederick,MD,21701,10.003,Elementary,Frederick,Lincoln Elementary School - A,PreK-5
-8656090.3333,4810577.3894,2096,17545 Lincolnshire Road,Hagerstown,MD,21740,21.037,Elementary,Washington,Lincolnshire Elementary School,PreK-5
-8533965.8239,4749783.4698,2097,415 Andover Road,Linthicum,MD,21090,2.127,Middle,Anne Arundel,Lindale Middle School,6-8
-8599131.1527,4783872.6157,2098,12013 Old Annapolis Road,Frederick,MD,21701,10.017,High,Frederick,Linganore High School,9-12
-8532980.6595,4750712.1591,2099,101 School Lane,Linthicum,MD,21090,2.008,Elementary,Anne Arundel,Linthicum Elementary School,K-5
-8570167.5552,4782474.2943,2100,375 Ronsdale Road,Sykesville,MD,21784,6.045,Elementary,Carroll,Linton Springs Elementary School,PreK-5
-8579290.6935,4769598.6114,2101,15901 Frederick Road,Woodbine,MD,21797,13.004,Elementary,Howard,Lisbon Elementary School,K-5
-8602317.7211,4757075.4428,2102,23930 Burdette Forest Road,Clarksburg,MD,20871,15.27,Elementary,Montgomery,Little Bennett Elementary School,K-5
-8523043.2398,4779833.9284,2103,1212 Cowpens Avenue,Baltimore,MD,21286,3.134,High,Baltimore,Loch Raven High School,9-12
-8524700.3064,4777392.6041,2104,8101 Lasalle Road,Baltimore,MD,21286,3.154,Middle,Baltimore,Loch Raven Technical Academy,6-8
-8441084.0418,4705992.3194,2105,410 Lockerman Street,Denton,MD,21629,5.005,Middle,Caroline,Lockerman Middle School,6-8
-8532656.173,4763654.411,2106,301 North Pulaski Street,Baltimore,MD,21223,30.067,Elementary,Baltimore City,Lockerman-Bundy Elementary School # 261,PreK-5/ELC
-8517089.0937,4758634.6954,2107,7601 Dunmanway,Baltimore,MD,21222,3.11,Elementary,Baltimore,Logan Elementary School,PreK-5
-8579422.5846,4731036.1748,2108,12701 Goodhill Road,Silver Spring,MD,20906,15.268,Middle,Montgomery,Loiederman (A. Mario) Middle School,6-8
-8525683.6057,4771478.8503,2109,1600 East Arlington Avenue,Baltimore,MD,21239,30.154,Special Education,Baltimore City,Lois T. Murray Special Education Elementary/Middle School # 313,PreK-8
-8526627.315,4763319.6826,2110,1601 East Lombard Street,Baltimore,MD,21231,30.223,Middle/High,Baltimore City,Lombard Middle School/High School Building # 057,6-12
-8550583.7231,4751199.75,2111,6101 Old Dobbin Lane,Columbia,MD,21045,13.055,High,Howard,Long Reach High School,9-12
-8558414.5087,4754174.8999,2112,5470 Hesperus Drive,Columbia,MD,21044,13.056,Elementary,Howard,Longfellow Elementary School,PreK-5
-8558290.2666,4699469.5857,2113,3300 Newkirk Avenue,Forestville,MD,20747,16.242,Elementary,Prince George's,Longfields Elementary School,PreK-6
-8528545.7494,4696861.9209,2114,5175 Solomons Island Road,Lothian,MD,20711,2.024,Elementary,Anne Arundel,Lothian Elementary School,PreK-5
-8535404.9527,4626008.3338,2115,27110 Point Lookout Road,Loveville,MD,20656,18.018,Elementary,St. Mary's,Loveville Building (part of Benjamin Banneker Elementary School),PreK-5
-8529416.963,4783017.0025,2116,1700 North York Road,Lutherville,MD,21093,3.087,Elementary,Baltimore,Lutherville Laboratory,K-5
-8585750.451,4728097.7203,2117,6201 Tilden Lane,Rockville,MD,20852,15.22,Elementary,Montgomery,Luxmanor Elementary School,K-5
-8536377.0783,4764013.4877,2118,621 Wildwood Parkway,Baltimore,MD,21229,30.176,Elementary/Middle,Baltimore City,Wildwood Elementary/Middle School # 088,PreK-8
-8543322.4943,4738442.1851,2119,3500 Rockenbach Road,Fort Meade,MD,20755,2.087,Middle,Anne Arundel,MacArthur Middle School,6-8
-8470821.012,4658665.4727,2120,1101 Mace's Lane,Cambridge,MD,21613,9.015,Middle,Dorchester,Mace's Lane Middle School,6-8
-8497152.84,4780722.8661,2121,901 Trimble Road,Joppa,MD,21085,12.002,Elementary,Harford,Magnolia Elementary School,PreK-5
-8556285.0202,4719414.2232,2122,8400 Nightingale Drive,Lanham,MD,20706,16.135,Elementary,Prince George's,Magnolia Elementary School,PreK-6
-8497045.0194,4780291.942,2123,299 Ft. Hoyle Road,Joppa,MD,21085,12.021,Middle,Harford,Magnolia Middle School,6-8
-8517527.8645,4730136.0938,2124,241 Peninsula Farm Road,Arnold,MD,21012,2.007,Middle,Anne Arundel,Magothy River Middle School,6-8
-8584706.1627,4740601.3991,2125,5939 Muncaster Mill Road,Rockville,MD,20855,15.045,High,Montgomery,Magruder (Col. Zadok) High School,9-12
-8537661.7696,4758803.1894,2126,4901 Shelbourne Road,Baltimore,MD,21227,3.021,Special Education,Baltimore,Maiden Choice School,Sp. Ed.
-8549073.8525,4666962.084,2127,14760 Poplar Hill Road,Waldorf,MD,20601,8.024,Elementary,Charles,Malcolm Elementary School,PreK-5
-8558674.4881,4817109.2289,2128,3224 York Street,Manchester,MD,21102,6.033,Elementary,Carroll,Manchester Elementary School,PreK-5
-8558097.9675,4815798.0283,2129,3300 Maple Grove Road,Manchester,MD,21102,6.057,High,Carroll,Manchester Valley High School,9-12
-8542736.1209,4737734.1252,2130,2900 Macarthur Road,Fort Meade,MD,20755,2.074,Elementary,Anne Arundel,Manor View Elementary School,1-5
-8562004.844,4763305.1131,2131,11575 Frederick Road,Ellicott City,MD,21042,13.052,Elementary,Howard,Manor Woods Elementary School,K-5
-8470744.5948,4656122.1402,2132,5225 Egypt Road,Cambridge,MD,21613,9.01,Special Education,Dorchester,Maple Elementary School,PreK-8
-8432135.219,4645366.4926,2133,24940 Delmar Road,Mardela,MD,21837,22.018,Middle/High,Wicomico,Mardela Middle/High School,6-12
-8527804.0501,4755632.3573,2134,300 Pontiac Avenue,Baltimore,MD,21225,30.159,PreK-8,Baltimore City,Maree G. Farring Elementary/Middle School # 203,PreK-8
-8540143.3531,4633090.8393,2135,29675 Point Lookout Road,Mechanicsville,MD,20659,18.009,Middle,St. Mary's,Margaret Brent Middle School,6-8
-8528758.2173,4767577.9066,2136,100 East 26th Street,Baltimore,MD,21218,30.029,PreK-8,Baltimore City,Margaret Brent Elementary/Middle School # 053,PreK-8
-8558510.5008,4716511.4948,2137,5816 Lamont Terrace,New Carrollton,MD,20784,16.1,Special Education,Prince George's,Margaret Brent Regional School,K-12
-8434039.9543,4584995.8668,2138,28573 Hudson Corner Road,Marion,MD,21838,19.012,Alternate,Somerset,Marion Sarah Peyton School,K-12
-8526630.0314,4742320.7373,2139,715 Cooper Road,Glen Burnie,MD,21060,2.079,Elementary,Anne Arundel,Marley Elementary School,PreK-5
-8526685.519,4742207.1014,2140,200 Scott Avenue,Glen Burnie,MD,21060,2.095,Special Education,Anne Arundel,Marley Glen Special Education,PreK-12
-8526582.5879,4742995.244,2141,10 Davis Court,Glen Burnie,MD,21060,2.059,Middle,Anne Arundel,Marley Middle School,6-8
-8548145.5646,4689133.3565,2142,8506 Old Colony Drive South,Upper Marlboro,MD,20772,16.004,Elementary,Prince George's,Marlton Elementary School,PreK-5
-8564281.392,4767870.161,2143,12100 Woodford Drive,Marriotsville,MD,21104,13.082,High,Howard,Marriotts Ridge High School,9-12
-8510552.2087,4766492.5533,2144,1500 Homberg Avenue,Baltimore,MD,21221,3.02,Elementary,Baltimore,Mars Estates Elementary School,PreK-5
-8600607.0196,4739733.4204,2145,12260 Mcdonald Chapel Drive,Gaithersburg,MD,20876,15.187,Elementary,Montgomery,Marshall (Thurgood) Elementary School,K-5
-8652972.3652,4816863.8993,2146,1350 Marshall Street,Hagerstown,MD,21740,21.016,Special Education,Washington,Marshall St. Elementary School,PreK-12
-8509489.4448,4769786.8175,2147,210 Riverton Road,Baltimore,MD,21220,3.142,Elementary,Baltimore,Martin Boulevard Elementary School,PreK-5
-8561516.7406,4729546.399,2148,4545 Ammendale Road,Beltsville,MD,20705,16.213,Middle,Prince George's,"Martin Luther King, Jr. Middle School",6-8
-8533057.9766,4763534.8731,2149,220 North Bentalou Street,Baltimore,MD,21223,30.225,Elementary,Baltimore City,Mary A. Winterling Elementary School (formerly Bentalou Elementary School),PreK-5
-8560809.8785,4662441.22,2150,12105 St. Georges Drive,Waldorf,MD,20602,8.045,Elementary,Charles,Mary Burgess Neal Elementary School,PreK-5
-8535603.4495,4763591.3609,2151,3510 West Mulberry Street,Baltimore,MD,21229,30.201,Elementary,Baltimore City,Mary E. Rodman Elementary School # 204,PreK-5
-8566716.4946,4657101.253,2152,6025 Radio Station Road,La Plata,MD,20646,8.032,Elementary,Charles,Mary H. Matula Elementary School,PreK-5
-8567839.0323,4721683.8074,2153,2405 Tecumseh Street,Adelphi,MD,20783,16.231,Elementary,Prince George's,Mary Harris Mother Jones Elementary School,PreK-5
-8551312.6185,4735425.3082,2154,3359 Crumpton South,Laurel,MD,20724,2.082,Elementary,Anne Arundel,Maryland City Elementary School,PreK-5
-8586919.0802,4734782.6138,2155,1000 First Street,Rockville,MD,20851,15.194,Elementary,Montgomery,Maryvale Elementary School,HS-5
-8497593.0924,4716270.3879,2156,651 Romancoke Road,Stevensville,MD,21666,17.024,Elementary,Queen Anne's,Matapeake Elementary School,PreK-5
-8497624.8181,4716476.0526,2157,671 Romancoke Road,Stevensville,MD,21666,17.025,Middle,Queen Anne's,Matapeake Middle School,6-8
-8604183.3719,4743249.9944,2158,13902 Bromfield Road,Germantown,MD,20874,15.254,Elementary,Montgomery,Matsunaga (Spark M.) Elementary School,K-5
-8549908.5867,4685622.8017,2159,11701 Duley Station Road,Upper Marlboro,MD,20772,16.244,Elementary,Prince George's,Mattaponi Elementary School,K-5
-8567229.292,4671186.9153,2160,10145 Berry Road,Waldorf,MD,20603,8.035,Middle,Charles,Mattawoman Middle School,6-8
-8532684.1452,4765712.0829,2161,1600 North Payson Street,Baltimore,MD,21217,30.242,Elementary,Baltimore City,Matthew A. Henson Elementary School # 029,PreK-5
-8580148.0476,4666446.1011,2162,3535 Livingston Road,Indian Head,MD,20640,8.016,Middle,Charles,Matthew Henson Middle School,6-8
-8654142.7846,4821082.4769,2163,18023 Maugans Avenue,Maugansville,MD,21767,21.047,Elementary,Washington,Maugansville Elementary School,PreK-5
-8575512.8807,4658240.3851,2164,7165 Marshall Corner Road,Pomfret,MD,20675,8.009,High,Charles,Maurice J. McDonough High School,9-12
-8568078.1267,4697946.5778,2165,2000 Callaway Street,Temple Hills,MD,20748,16.136,Elementary/Middle,Prince George's,Maya Angelou French Immersion School,K-8
-8547835.5983,4750013.872,2166,7950 Red Barn Way,Elkridge,MD,21075,13.045,Middle,Howard,Mayfield Woods Middle School,6-8
-8517166.9357,4706833.2704,2167,1260 Mayo Ridge Road,Edgewater,MD,21037,2.105,Elementary,Anne Arundel,Mayo Elementary School,K-5
-8534743.4347,4787452.1225,2168,12250 Roundwood Road,Timonium,MD,21093,3.2,Elementary,Baltimore,Mays Chapel Elementary School,PreK-5
-8600713.3832,4745755.1233,2169,12500 Wisteria Drive,Germantown,MD,20874,15.151,Elementary,Montgomery,McAuliffe (Christa S.) Elementary School,HS-5
-8518290.5908,4770639.7451,2170,5101 Hazelwood Avenue,Baltimore,MD,21206,3.191,Elementary,Baltimore,McCormick Elementary School,PreK-5
-8604026.3977,4745999.959,2171,13881 Hopkins Road,Germantown,MD,20874,15.162,Elementary,Montgomery,McNair (Ronald) Elementary School,PreK-5
-8540230.6463,4738580.1447,2172,1925 Reece Road,Fort Meade,MD,20755,2.066,Elementary,Anne Arundel,Meade Heights Elementary School,PreK-5
-8542427.8152,4739218.6783,2173,1100 Clark Road,Fort Meade,MD,20755,2.013,High,Anne Arundel,Meade High School,9-12
-8542271.7053,4739613.3515,2174,1103 26th Street,Fort Meade,MD,20755,2.104,Middle,Anne Arundel,Meade Middle School,6-8
-8584552.5408,4733861.5427,2175,951 Twinbrook Parkway,Rockville,MD,20851,15.25,Elementary,Montgomery,Meadow Hall Elementary School,K-5
-8543808.7518,4718941.8438,2176,3501 Moylan Drive,Bowie,MD,20715,16.027,Elementary,Prince George's,Meadowbrook Elementary School (Swing Space),K-5
-8472119.9055,4802623.8619,2177,910 Grace View Drive,Havre De Grace,MD,21078,12.053,Elementary,Harford,Meadowvale Elementary School,PreK-5
-8564981.6648,4788923.3483,2178,3838 Sykesville Road,Sykesville,MD,21784,6.007,Elementary,Carroll,Mechanicsville Elementary School,PreK-5
-8544390.9973,4643622.1063,2179,28585 Three Notch Road,Mechanicsville,MD,20659,18.014,Elementary,St. Mary's,Mechanicsville Elementary School,K-5
-8531800.1895,4770582.6092,2180,4300 Buchanan Avenue,Baltimore,MD,21211,30.258,Elementary,Baltimore City,Medfield Heights Elementary School # 249,PreK-5
-8553588.864,4691775.4697,2181,7100 Woodyard Road,Upper Marlboro,MD,20772,16.168,Elementary,Prince George's,Melwood Elementary School,K-5
-8526080.8472,4769417.8385,2182,3500 Hillen Road,Baltimore,MD,21218,30.226,High,Baltimore City,Mergenthaler Vocational-Technical High School #410,9-12
-8510513.3173,4771150.6534,2183,800 Middle River Road,Baltimore,MD,21220,3.046,Middle,Baltimore,Middle River Middle School,6-8
-8508700.6168,4765542.1506,2184,313 West Road,Baltimore,MD,21221,3.192,Elementary,Baltimore,Middleborough Elementary School,PreK-5
-8510692.9729,4768321.1245,2185,142 Bennett Road,Baltimore,MD,21221,3.167,Elementary,Baltimore,Middlesex Elementary School,PreK-5
-8631485.7116,4785476.7375,2186,201 East Green Street,Middletown,MD,21769,10.001,Elementary,Frederick,Middletown Elementary School,3-5
-8631349.4148,4785592.2252,2187,200 High Street,Middletown,MD,21769,10.005,High,Frederick,Middletown High School,9-12
-8631382.26,4785457.7684,2188,100 High Street,Middletown,MD,21769,10.01,Middle,Frederick,Middletown Middle School,6-8
-8631664.3919,4784462.9649,2189,403 Franklin Street,Middletown,MD,21769,10.072,Elementary,Frederick,Middletown Primary,PreK-2
-8539609.1592,4773389.1061,2190,4300 Crest Heights Road,Baltimore,MD,21215,3.091,Elementary,Baltimore,Milbrook Elementary School,1-5
-8543772.9825,4772845.2729,2191,3800 Washington Avenue,Baltimore,MD,21244,3.098,High,Baltimore,Milford Mill Academy,9-12
-8509728.8786,4630687.888,2192,12200 Southern Connector Boulevard,Lusby,MD,20657,4.024,Middle,Calvert,Mill Creek Middle School,6-8
-8588725.0206,4742589.4892,2193,17700 Park Mill Drive,Rockville,MD,20855,15.121,Elementary,Montgomery,Mill Creek Towne Elementary School,PreK-5
-8531488.618,4729605.4241,2194,1601 Millersville Road,Millersville,MD,21108,2.053,Elementary,Anne Arundel,Millersville Elementary School,K-5
-8518859.345,4718517.3277,2196,1 George And Marion Phelps Lane,Annapolis,MD,21401,2.058,Elementary,Anne Arundel,Mills-Parole Elementary School,PreK-5
-8568558.0006,4653691.45,2197,300 Willow Lane,La Plata,MD,20646,8.021,Middle,Charles,Milton Somers Middle School,6-8
-8617285.2958,4787068.0369,2198,7421 Hayward Road,Frederick,MD,21702,10.04,Elementary,Frederick,Monocacy Elementary School,PreK-5
-8615362.1573,4753829.016,2199,18801 Barnesville Road,Dickerson,MD,20842,15.233,Elementary,Montgomery,Monocacy Elementary School,K-5
-8617605.1398,4786992.1643,2200,8009 O'Possumtown Park,Frederick,MD,21702,10.034,Middle,Frederick,Monocacy Middle School,6-8
-8525423.0461,4768731.3365,2201,2040 East 32nd Street,Baltimore,MD,21218,30.022,PreK-8,Baltimore City,Montebello Elementary/Middle School # 044,PreK-8
-8572844.5054,4724243.3126,2202,51 University Boulevard East,Silver Spring,MD,20901,15.171,High,Montgomery,Montgomery Blair High School,9-12
-8570875.7013,4722538.6488,2203,807 Daleview Drive,Silver Spring,MD,20901,15.088,Elementary,Montgomery,Montgomery Knolls Elementary School,HS-2
-8594998.4797,4746429.8275,2204,19300 Watkins Mill Road,Gaithersburg,MD,20879,15.117,Middle,Montgomery,Montgomery Village Middle School,6-8
-8554444.3598,4729387.8444,2205,9200 Muirkirk Road,Laurel,MD,20708,16.146,Elementary,Prince George's,Montpelier Elementary School,PreK-5
-8520503.8046,4767148.3343,2206,6201 Frankford Avenue,Baltimore,MD,21206,30.057,Elementary,Baltimore City,Moravia Park Elementary School Building #105A,PreK-2
-8520471.7455,4767533.2967,2207,6001 Frankford Avenue,Baltimore,MD,21206,30.232,Elementary,Baltimore City,Moravia Park Elementary School Building #105B (formerly Frankford #216),3-5
-8532710.216,4759429.4129,2208,2601 Tolley Street,Baltimore,MD,21230,30.149,PreK-8,Baltimore City,Morrell Park Elementary/Middle School # 220,PreK-8
-8567472.6523,4712922.2276,2209,4011 32nd Street,Mt. Rainier,MD,20712,16.039,Elementary,Prince George's,Mount Rainier Elementary School,PreK-6
-8564571.1833,4767749.9255,2210,12101 Woodford Drive,Mariottsville,MD,21104,13.049,Middle,Howard,Mount View Middle School,6-8
-8784596.2087,4815271.748,2211,100 Dr. Nancy South Grasmick Lane,Frostburg,MD,21532,1.037,High,Allegany,Mountain Ridge High School,9-12
-8588236.5469,4776244.0499,2212,405 North Main Street,Mt. Airy,MD,21771,6.03,Elementary,Carroll,Mt. Airy Elementary School,3-5
-8587987.3032,4776379.565,2213,102 Watersville Road,Mt. Airy,MD,21771,6.026,Middle,Carroll,Mt. Airy Middle School,6-8
-8529901.5474,4679938.7226,2214,900 West Mt. Harmony Road,Owings,MD,20736,4.007,Elementary,Calvert,Mt. Harmony Elementary School,K-5
-8553802.6099,4764613.3442,2215,9440 Old Frederick Road,Ellicott City,MD,21042,13.019,High,Howard,Mt. Hebron High School,9-12
-8591706.6713,4644341.052,2216,9275 Ironsides Road,Nanjemoy,MD,20662,8.023,Elementary,Charles,Mt. Hope/Nanjemoy Elementary School,PreK-5
-8529798.6348,4766003.1089,2217,121 McMechen Street,Baltimore,MD,21217,30.069,Elementary/Middle,Baltimore City,Mt. Royal Elementary/Middle School # 066,K-8
-8780894.6575,4822603.892,2218,13201 New School Road NW,Mt. Savage,MD,21545,1.025,PreK-8,Allegany,Mt. Savage Elementary/Middle School,PreK-8
-8555746.8558,4742510.0546,2219,9989 Winter Sun Road,Laurel,MD,20723,13.059,Middle,Howard,Murray Hill Middle School,6-8
-8519638.5978,4646135.7319,2220,1455 Ball Road,Port Republic,MD,20676,4.002,Elementary,Calvert,Mutual Elementary School,PreK-5
-8634554.2423,4794891.7784,2221,429 Main Street,Myersville,MD,21773,10.061,Elementary,Frederick,Myersville Elementary School,K-5
-8556722.4575,4814162.1437,2222,2401 Hanover Pike,Hampstead,MD,21074,6.028,Middle,Carroll,North Carroll Middle School,6-8
-8579793.7924,4721424.4578,2223,3700 Jones Bridge Road,Chevy Chase,MD,20815,15.195,Elementary,Montgomery,North Chevy Chase Elementary School,3-6
-8617507.6475,4783315.5047,2224,1010 Fairview Avenue,Frederick,MD,21701,10.021,Elementary,Frederick,North Frederick Elementary School,PreK-5
-8535488.5726,4726258.4367,2225,2350 Nantucket Drive,Crofton,MD,21114,2.131,Elementary,Anne Arundel,Nantucket Elementary School,K-5
-8598402.0165,4749522.2682,2226,11700 Neelsville Church Road,Germantown,MD,20876,15.136,Middle,Montgomery,Neelsville Middle School,6-8
-8419090.0606,4624176.773,2227,532 South Division Street,Fruitland,MD,21826,22.03,Middle,Wicomico,New Bennett Middle School,6-8
-8525773.3688,4658382.2835,2228,655 Chesapeake Boulevard,Prince Frederick,MD,20678,4.029,Middle,Calvert,New Calvert Middle School,6-8
-8438836.9785,4814937.0071,2229,912 Appleton Road,Elkton,MD,21921,7.042,CareerTech,Cecil,New Cecil School of Technology,N/A
-8570702.3859,4721362.5187,2230,8720 Carroll Avenue,Silver Spring,MD,20903,15.089,Elementary,Montgomery,New Hampshire Estates Elementary School,HS-2
-8602254.3128,4776790.4683,2231,93 West Main Street,New Market,MD,21774,10.03,Elementary,Frederick,New Market Elementary School,PreK-5
-8602443.6425,4776930.169,2232,125 West Main Street,New Market,MD,21774,10.031,Middle,Frederick,New Market Middle School,6-8
-8603610.932,4803510.3302,2233,12226 Woodsboro Pike,Keymar,MD,21757,10.038,Elementary,Frederick,New Midway Elementary School,3-5
-8443874.5541,4747855.5036,2234,600 Charles Street,Sudlersville,MD,21668,17.026,Middle,Queen Anne's,New Sudlersville Middle School,5-8
-8551007.6281,4779673.6945,2235,4924 New Town Boulevard,Owings Mills,MD,21117,3.143,Elementary,Baltimore,New Town Elementary School,PreK-5
-8550711.6015,4779610.6011,2236,4931 New Town Boulevard,Owings Mills,MD,21117,3.196,High,Baltimore,New Town High School,9-12
-8579152.703,4727603.0606,2237,11311 Newport Mill Road,Kensington,MD,20902,15.063,Middle,Montgomery,Newport Mill Middle School,6-8
-8567167.0073,4716569.5568,2238,6100 Editors Park Drive,Hyattsville,MD,20782,16.124,Middle,Prince George's,Nicholas Orem Middle School,6-8
-8519693.4681,4822453.332,2239,5302 Norrisville Road,White Hall,MD,21161,12.055,Elementary,Harford,Norrisville Elementary School,K-5
-8511391.1736,4812638.0802,2240,1445 North Bend Road,Jarrettsville,MD,21084,12.031,Elementary,Harford,North Bend Elementary School,PreK-5
-8538776.1768,4762353.7425,2241,181 North Bend Road,Baltimore,MD,21229,30.041,PreK-8,Baltimore City,North Bend Elementary/Middle School # 081,PreK-8
-8585524.1914,4722362.9936,2242,8935 Bradmoor Drive,Bethesda,MD,20817,15.245,Middle,Montgomery,North Bethesda Middle School,6-8
-8442589.1774,4708557.0227,2243,10990 River Road,Ridgely,MD,21660,5.002,High,Caroline,North Caroline High School,9-12
-8526332.8812,4743448.6212,2244,10 East 1st Avenue,Glen Burnie,MD,21061,2.054,High,Anne Arundel,North County High School,9-12
-8446204.5507,4662746.8116,2245,5875 Cloverdale Road,Hurlock,MD,21643,9.013,High,Dorchester,North Dorchester High School,9-12
-8446429.1692,4662323.9103,2246,5745 Cloverdale Road,Hurlock,MD,21643,9.019,Middle,Dorchester,North Dorchester Middle School,6-8
-8453236.793,4807456.6368,2247,301 Thomas Avenue,North East,MD,21901,7.035,Elementary,Cecil,North East Elementary School,PreK-5
-8452852.7258,4805892.748,2248,300 Irishtown Road,North East,MD,21901,7.04,High,Cecil,North East High School,9-12
-8453524.868,4808063.2163,2249,200 East Cecil Avenue,North East,MD,21901,7.012,Middle,Cecil,North East Middle School,6-8
-8557529.9294,4701222.6623,2250,2311 Ritchie Road,Forestville,MD,20747,16.145,Elementary,Prince George's,North Forestville Elementary School,PreK-6
-8529772.3386,4749496.1792,2251,615 West Furnace Branch Road,Glen Burnie,MD,21061,2.118,Elementary,Anne Arundel,North Glen Elementary School,PreK-5
-8651338.5548,4816985.0485,2252,1200 Pennsylvania Avenue,Hagerstown,MD,21740,21.024,High,Washington,North Hagerstown High School,9-12
-8505201.7793,4819099.6464,2253,120 Pylesville Road,Pylesville,MD,21132,12.026,Elementary,Harford,North Harford Elementary School,PreK-5
-8504881.8181,4818944.1663,2254,211 Pylesville Road,Pylesville,MD,21132,12.016,High,Harford,North Harford High School,9-12
-8505452.1589,4818868.6395,2255,112 Pylesville Road,Pylesville,MD,21132,12.007,Middle,Harford,North Harford Middle School,6-8
-8583177.4504,4736398.4344,2256,15101  Bauer Drive,Rockville,MD,20853,15.236,Alternate,Montgomery,North Lake Center,N/A
-8569027.5278,4670458.4213,2257,2500 Davis Road,Waldorf,MD,20603,8.042,CareerTech,Charles,North Point High School,9-12
-8414884.0523,4633103.5625,2258,1213 Emerson Avenue,Salisbury,MD,21801,22.004,Elementary,Wicomico,North Salisbury Elementary School,3-5
-8767377.5272,4819390.9502,2259,11001 Forest Avenue,Cumberland,MD,21502,1.03,Elementary,Allegany,Northeast Elementary School,PreK-5
-8519150.9328,4742359.5256,2260,1121 Duvall Highway,Pasadena,MD,21122,2.055,High,Anne Arundel,Northeast High School,9-12
-8521640.3315,4768336.7683,2261,5001 Moravia Road,Baltimore,MD,21206,30.137,Middle,Baltimore City,Northeast Middle School # 049,6-8
-8523776.0492,4774250.3789,2262,2201 Pinewood Avenue,Baltimore,MD,21214,30.174,High,Baltimore City,Northern High School Building #402,9-12
-8532892.5139,4676765.6803,2263,2950 Chaneyville Road,Owings,MD,20736,4.005,High,Calvert,Northern High School,9-12
-8827363.135,4817323.8636,2264,86 Pride Parkway,Accident,MD,21520,11.014,High,Garrett,Northern High School,9-12
